No,,0,1,2,3,long,lat,statue
116,115,첨단점,광주 광산구 첨단내촌로 66,광주광역시,062-973-9291,126.836860060846,35.2126212361698,정좌표
117,116,장흥점,전남 장흥군 장흥읍 동교로 40,전라남도,061-862-8999,126.904746071524,34.6838044058724,정좌표
118,117,봉동점,"전북 완주군 봉동읍 봉동동서로 76, 상가동 107호",전라북도,063-261-9282,127.161700735143,35.9364052133816,정좌표
119,118,동산반월점,전북 전주시 덕진구 쪽구름로 128(반월동),전라북도,063-213-9280,127.071252818443,35.8741615776767,정좌표
120,119,송천점,"전북 전주시 덕진구 붓내1길 10, 208동 2층 204(송천동2가)",전라북도,063-273-9282,127.123038144262,35.8642722151862,정좌표
121,120,인후점,"전북 전주시 덕진구 거북바우로 148, 1층(인후동2가)",전라북도,063-245-9288,127.151753087504,35.8431800344108,정좌표
122,121,아라점,제주특별자치도 제주시 아란8길 16,제주특별자치도,064-724-3303,126.544086056017,33.4735949077832,정좌표
123,122,호암점,충청북도 충주시 호암동1216,충청북도,043-853-7001,127.934475269766,36.9557993390495,정좌표
124,123,보라점,경기도 용인시 기흥구 사은로84번길 10,경기도,031-287-0804,127.113590101938,37.2538100809074,정좌표
125,124,신월점,서울특별시 양천구 신월동 1057-1,서울특별시,02-2605-8614,126.840939529733,37.5236068910504,정좌표
126,125,창전점,경기도 이천시 창전동451-28,경기도,031-631-4950,127.448132281223,37.2826962721235,정좌표
127,126,천상점,"울산광역시 울주군 범서읍 천상길 6, 101호",울산광역시,052-910-9292,129.230966509896,35.5622061989534,정좌표
128,127,해도점,경상북도 포항시 남구 해동로 16-1,경상북도,054-272-0555,129.374086232215,36.0209490688176,정좌표
129,128,인후점,전북 전주시 덕진구 거북바우로 148,경상북도,063-245-9288,127.151753087504,35.8431800344108,정좌표
130,129,아중점,전북 전주시 덕진구 석소로 9-6,전라북도,063-244-9282,127.169119262091,35.828116966377,정좌표
131,130,평화점,전북 전주시 완산구 평화18길 23-10,전라북도,063-221-9232,127.133597841708,35.7941728181304,정좌표
132,131,신시가지점,전북 전주시 완산구 후곡길 23-9,전라북도,063-222-9288,127.095313023179,35.810240846041,정좌표
133,132,나주혁신점,전남 나주시 배멧2길 39 로데오 빌딩 101호,전라남도,061-336-9281,126.792765658332,35.0202840664596,정좌표
134,133,전주혁신점,전북 전주시 덕진구 오정2길 3 1층,전라북도,063-222-9283,127.061364022705,35.8356836604968,정좌표
135,134,보성점,전라남도 보성군 보성읍 주봉리 398,전라남도,061-853-8592,127.074831737803,34.7639491199905,정좌표
136,135,서충주기업도시점,충북 충주시 중앙탑면 원앙 9길 10 C동 1층 109호 (코아루 더 테라스상가),충청북도,043-845-1030,127.825651939707,37.0183440168076,정좌표
137,136,포남점,"강원도 강릉시 경강로 2356번길 11, 1층",강원도,033-648-9911 ~ 2,128.919086076825,37.7689949706851,정좌표
138,137,단양점,충북 단양군 단양읍 상진 13길 11,충청북도,043-421-1236,128.356962292531,36.9775093231812,정좌표
139,138,간성점,강원도 고성군 간성읍 고성중앙 1길 13,강원도,033-681-0914,128.468279853997,38.3798039572156,정좌표
140,139,공주신관점,"충청남도 공주시 신금2길 17, 1층 104호",충청남도,041-853-9285,127.149016467793,36.4744322941445,정좌표
141,140,해운대좌동1호점,"부산광역시 해운대구 좌동로 152,1층 157호(좌동, 신도시시장)",부산광역시,051-701-9292,129.1811201222,35.1748622973433,정좌표
142,141,민락코스트코점,"경기 의정부시 용민로 469 , 107호",경기도,031-851-5592,127.118036624701,37.7519649886933,정좌표
143,142,묵현점,경기 남양주시 화도읍 먹갓로 28번길 5,경기도,031-595-0081,127.27506895761,37.6569360869161,정좌표
144,143,인창점,"경기 구리시 응달말로 51 , 107호",경기도,031-557-5592,127.134399746093,37.60470724916,정좌표
145,144,사동계양점,경상북도 경산시 원효로32길 10,경상북도,053-813-4089,128.753399351158,35.8198640286521,정좌표
146,145,국우점,대구광역시 북구 학남로 99 A동 102호,대구광역시,053-322-0099,128.569684508866,35.9438959068653,정좌표
147,146,용흥점,경상북도 포항시 북구 새마을로 88 1층,경상북도,054-253-9979,129.351010874873,36.0409702978794,정좌표
148,147,동천점,경상북도 경주시 대안길 39-2,경상북도,054-745-3379,129.222756892178,35.8535365592599,정좌표
149,148,호미지구점,충청북도 청주시 상당구 수영로360,충청북도,043-295-6600,127.512770150603,36.6320011096779,정좌표
150,149,낭월점,대전광역시 동구 산내로1312,대전광역시,042-285-2999,127.468237544454,36.280576080996,정좌표
151,150,장지점,경기도 광주시 순암로55,경기도,031-767-0522,127.243024867766,37.3944654278375,정좌표
152,151,연지점,부산광역시 부산진구 성지로 93(초읍동),부산광역시,051-819-8292,129.052927182173,35.1787153655753,정좌표
153,152,영등포점,서울특별시 영등포구 영등포동7가 203외2필지,서울특별시,02-2675-7377,126.90672804737,37.5243829602964,정좌표
154,153,신창점,충청남도 아산시 신창면 행목로217,충청남도,041-545-9989,126.952309792647,36.7833582584834,정좌표
155,154,용호메트로점,"부산광역시 남구 신선로 566,401동 154호",부산광역시,051-628-9290,129.111302248532,35.1316961126875,정좌표
156,155,소담점,세종특별자치시 소담동325,세종특별자치시,소담점,127.301455557706,36.4892527495406,정좌표
157,156,한숲시티점,경기도 용인시 처인구 남사면 한숲로 45,경기도,031-335-6661,127.17018963587,37.152826348096,정좌표
158,157,신길점,서울특별시 영등포구 여의대방로53길 29,서울특별시,02-832-9227,126.921398089574,37.5119371013639,정좌표
159,158,광운대점,서울특별시 성북구 장위로49길 1-1,서울특별시,02-913-1292,127.054993621392,37.615774611993,정좌표
160,159,토당점,경기도 고양시 덕양구 토당로125,경기도,031-971-0311,126.817473131787,37.6264022335909,정좌표
161,160,평택역점,경기도 평택시 평택동 292,경기도,031-652-9285,127.089936257609,36.9921766144182,정좌표
162,161,서귀포점,서귀포시 서문로 49,제주특별자치도,064-763-9982,126.557484034366,33.2487984057314,정좌표
163,162,제주삼양점,제주시 일주동로 378,제주특별자치도,064-727-9991,126.58541303063,33.5209013084822,정좌표
164,163,세화점,제주시 구좌읍 구좌로34,제주특별자치도,064-784-0130,126.855008119011,33.5233066362551,정좌표
165,164,이도점,제주시 승천로89,제주특별자치도,064-727-6868,126.544144757075,33.4912164980937,정좌표
166,165,제주연동점,제주시 사장2길31,제주특별자치도,064-742-7792,126.492354204175,33.4841061267626,정좌표
167,166,용담점,제주시 용문로 162,제주특별자치도,064-712-5006,126.510810154025,33.5087586183115,정좌표
168,167,범일점,부산광역시 동구 범상로 23 (범일동),부산광역시,051-636-1923,129.048922840031,35.1425151433538,정좌표
169,168,성내점,서울특별시 강동구 성내동 434-6,서울특별시,02-482-9992,127.131048320216,37.5274766657047,정좌표
170,169,서면1호점,"부산광역시 부산진구 새싹로 41-1 , 1층(부전동",부산광역시,051-802-9250,129.056025818872,35.1611664004575,정좌표
171,170,세마점,경기도 오산시 양산동 673-3,경기도,031-373-9212,127.035434280222,37.1936584267645,정좌표
172,171,일도점,제주특별자치도 제주시 일도2동 402-26,제주특별자치도,064-723-7075,126.544846562508,33.5069430865145,정좌표
173,172,성성점,충청남도 천안시 서북구 성성9로 7,충청남도,041-621-1117,127.13123193796,36.8402178511325,정좌표
174,173,금촌2호점,경기도 파주시 황골로15,경기도,050-7744-1283,126.770525518415,37.7554594010721,정좌표
175,174,생초점,경상남도 산청군 생초면 새실로3,경상남도,055-973-7702,127.836805256271,35.493318009253,정좌표
176,175,서산시청점,충청남도 서산시 고운로142,충청남도,041-668-1788,126.451644335812,36.7828118541793,정좌표
177,176,원당점,인천광역시 서구 고산후로121번길 15,인천광역시,032-562-4555,126.697505454836,37.5945390552335,정좌표
178,177,상암점,서울특별시 마포구 성암로79,서울특별시,02-374-9374,126.908014977325,37.5710092967107,정좌표
179,178,도봉점,서울특별시 도봉구 마들로28길 58,서울특별시,02-3491-9282,127.048311211689,37.674857747679,정좌표
180,179,파장점,경기도 수원시 장안구 파장천로 6,경기도,031-245-8818,126.994019025795,37.3062970023964,정좌표
181,180,송악점,충청남도 당진시 송악읍 송악로 699,충청남도,041-356-9233,126.747563543853,36.9403646367097,정좌표
182,181,중산점,"울산광역시 북구 중산로 7, 지상1층 (중산동)",울산광역시,052-291-3005,129.34971269466,35.6534174502431,정좌표
183,182,중산점,울산광역시 북구 중산로7,울산광역시,052-291-3005,129.34971269466,35.6534174502431,정좌표
184,183,청천점,충청북도 괴산군 청천면 청천2길 5,충청북도,043-832-1986,127.738465655897,36.6592440386061,정좌표
185,184,상도터미널점,경상북도 포항시 남구 중흥로100번길 10,경상북도,054-262-5001,129.351835410137,36.0132618673987,정좌표
186,185,교대점,부산광역시 연제구 중앙대로 1235번길 10(거제동),부산광역시,051-502-3910,129.078378001675,35.1974708460444,정좌표
187,186,포천계곡점,경상북도 성주군 가천면 포천계곡로 393,경상북도,054-932-0851,128.139704567963,35.8731524612321,정좌표
188,187,노형점,제주특별자치도 제주시 월랑북길10,제주특별자치도,064-742-3330,126.475349103906,33.4907648356479,정좌표
189,188,광명역점,경기도 광명시 일직로12번길 19,경기도,02-899-9939,126.88272180433,37.4210499947617,정좌표
190,189,중계본동점,서울특별시 노원구 중계로14길 29 (중계동),서울특별시,070-7543-5347,127.081977326404,37.6498222620525,정좌표
191,190,북아현점,서울특별시 서대문구 경기대로9길 81 (충정로 3가),서울특별시,02-364-9282,126.959699610705,37.5644272130786,정좌표
192,191,홍제점,서울특별시 서대문구 통일로39가길 57,서울특별시,02-396-2560,126.941453475547,37.5886425302969,정좌표
193,192,안암점,서울특별시 성북구 고려대로13길 43,서울특별시,02-929-2975,127.022584953668,37.5883192264959,정좌표
194,193,상계점,서울특별시 노원구 상계로23다길 5,서울특별시,02-951-2367,127.068899403188,37.6590701380464,정좌표
195,194,증산점,경남 양산시 물금읍 새실2길 13,경상남도,055-383-9242,129.008670285382,35.317911794206,정좌표
196,195,매천점,대구광역시 북구 매천로17길 7,대구광역시,053-326-9997,128.540359561314,35.9043294714661,정좌표
197,196,옥산점,경상북도 경산시 성암로 7길 8 A동  105호,경상북도,054-812-9211,128.721335356011,35.823293150552,정좌표
198,197,이동점,"경상북도 포항시 남구 대이로 145, 102호",경상북도,054-275-2922,129.339805719048,36.0280166037079,정좌표
199,198,공성점,경상북도 상주시 공성면 산현1길 34-3,경상북도,054-533-8999,128.093683660706,36.283556904811,정좌표
200,199,당북점,경상북도 안동시 배움길 52 1층,경상북도,054-856-2468,128.719092280529,36.5612457670828,정좌표
201,200,월포점,경상북도 포항시 북구 청하면 해안로 2308번길 67,경상북도,054-232-4747,129.370795305803,36.2030677790033,정좌표
202,201,유천오류점,대전광역시 중구 계백로 1603번길 28-6 1층(유천동),대전광역시,042-523-0077,127.39813239444,36.3198027845257,정좌표
203,202,운양점,경기도 김포시 김포한강11로 38,경기도,031-987-1089,126.692574246923,37.6449142939445,정좌표
204,203,교동점,경남 양산시 교동 245-2  협성강변타운 제상가 104동 101호,경상남도,055-382-1772,129.025439933888,35.3428284667716,정좌표
205,204,송도점,"부산광역시 서구 충무대로 34, 상가동 2층 2-2호",부산광역시,051-241-3066,129.016714505989,35.0783870407136,정좌표
206,205,용마산점,서울특별시 중랑구 용마산로109길 24 (망우동),서울특별시,02-494-7878,127.098877410548,37.5973483775874,정좌표
207,206,장안점,서울특별시 동대문구 답십리로68길 67,서울특별시,02-2217-0011,127.068312066913,37.5696301092845,정좌표
208,207,당왕점,경기도 안성시 고수2로 70,경기도,031-672-0558,127.260306858118,37.018239926952,정좌표
209,208,새솔점,경기도 화성시 수노을2로 36,경기도,031-355-5190,126.814099608583,37.2837758744511,정좌표
210,209,대림동산점,경기도 안성시 공도읍 대림동산길55,경기도,031-618-9977,127.201449055768,37.0145063867791,정좌표
211,210,강일점,서울특별시 강동구 강일동 676-1,서울특별시,02-429-8999,127.172954200445,37.5656097255147,정좌표
212,211,삼학점,"전남 목포시 둥근섬로 54번길 14, 1층(산정동)",전라남도,061-242-9282,126.400433486098,34.7920431397787,정좌표
213,212,명지오션시티점,"부산광역시 강서구 명지오션시티10로 114,",부산광역시,051-294-0399,128.908712209119,35.085506590748,정좌표
214,213,서대신점,부산광역시 서구 대영로38번길 11(서대신동1가),부산광역시,051-246-4988,129.014704802588,35.1080439892804,정좌표
215,214,김량장점,경기도 용인시 처인구 김량장동 295-1,경기도,031-338-8892,127.20327834901,37.2345850945951,정좌표
216,215,내외점,경상남도 김해시 우암로 109-1 (내동),경상남도,055-334-9288,128.86377839151,35.2397690889157,정좌표
217,216,내손갈뫼점,경기도 의왕시 내손동 741-1,경기도,031-424-8280,126.974378716787,37.3799137271838,정좌표
218,217,고림점,경기도 용인시 처인구 고림동 1005,경기도,031-322-9980,127.21389376211,37.2413571147319,정좌표
219,218,정관방곡점,"부산광역시 기장군 정관읍 방곡3로 18-1 , 1층",부산광역시,051-727-6076,129.189157190141,35.3263265669254,정좌표
220,219,수원정자점,경기도 수원시 장안구 정자동 874-1,경기도,031-269-1001,126.995342000345,37.2969544619672,정좌표
221,220,등촌역점,서울특별시 양천구 목동 960,서울특별시,02-2644-2929,126.864459901244,37.5490144495465,정좌표
222,221,포승점,경기도 평택시 포승읍 여술로74,경기도,031-682-6564,126.850512240035,36.991028775168,정좌표
223,222,인천논현2점,인천광역시 남동구 논현동 593-8,인천광역시,032-427-5585,126.724133475174,37.405982640242,정좌표
224,223,역북점,경기도 용인시 처인구 명지로 40번길 9,경기도,031-338-9666,127.18747881678,37.2322908431051,정좌표
225,224,충무로점,서울특별시 중구 퇴계로 179-1,서울특별시,02-2285-3685,126.991904714899,37.5612881296322,정좌표
226,225,신촌점,서울특별시 서대문구 성산로22길36,서울특별시,02-3141-1367,126.934276232774,37.5593079091246,정좌표
227,226,창우점,경기도 하남시 대청로119-1,경기도,031-795-9253,127.226131118289,37.5396775346827,정좌표
228,227,미사역점,경기도 하남시 미사강변중앙로173,경기도,031-792-9344,127.19032940373,37.5620158828796,정좌표
229,228,여주터미널점,경기도 여주시 세종로79번길 23-3,경기도,031-881-5333,127.637748659494,37.290453637867,정좌표
230,229,신성자운점,"대전 유성구 신성로77, 1층 (신성동)",대전광역시,042-867-7778,127.349031636038,36.3903053701169,정좌표
231,230,횡성점,강원도 횡성군 횡성읍 읍마북로 13,강원도,033-343-7773,127.995318712345,37.4892262595651,정좌표
232,231,영월점,강원도 영월군 영월읍 은행나무5길 41,강원도,033-372-9333,128.462634677748,37.1799722106541,정좌표
233,232,송지호점,강원도 고성군 오호길 18,강원도,033-638-5525,128.525443964144,38.3281070316427,정좌표
234,233,봉평점,강원도 평창군 봉평면 기풍로 162,강원도,033-334-7111,128.377511136501,37.6168751335012,정좌표
235,234,반곡혁신점,강원도 원주시 양지로 160-2(반곡동),강원도,033-746-0909,127.986789743517,37.3342630285136,정좌표
236,235,문막점,강원도 원주시 문막읍 문막시장 1길 35,강원도,033-735-9860,127.816710036024,37.3065525830383,정좌표
237,236,케이준 철산한신점,경기도 광명시 철망산로 87,경기도,02-2611-0199,126.877574197256,37.4706654579613,정좌표
238,237,케이준 원곡점,경기도 안산시 단원구 지곡로1안길 12,경기도,031-494-8242,126.803937074622,37.3382352104862,정좌표
239,238,오포점,경기도 광주시 오포읍 양벌로 315,경기도,031-765-9989,127.247017587375,37.3712183752693,정좌표
240,239,케이준 소하점,경기도 광명시 성채안로 26,경기도,02-897-9245,126.885637684314,37.4345213778672,정좌표
241,240,케이준 부천상동점,경기도 부천시 상동 559-3,경기도,032-321-9282,126.755413839097,37.500400125902,정좌표
242,241,케이준 부림점,경기도 안양시 동안구 부림로 171,경기도,031-382-8292,126.961369209323,37.3982760554365,정좌표
243,242,케이준 본오점,경기도 안산시 상록구 본오동 827-8,경기도,031-406-9235,126.868935737474,37.2935531550387,정좌표
244,243,동백점,경기도 용인시 기흥구 동백3로 11번길 12,경기도,031-274-9299,127.15312504736,37.2702105879351,정좌표
245,244,초월점,경기도 광주시 초월읍 대쌍령리 191-6,경기도,031-766-1578,127.287835875215,37.386991199236,정좌표
246,245,오천점,경기도 이천시 마장면 오천리 297-5,경기도,031-632-4543,127.350424722903,37.255030385552,정좌표
247,246,안산사동점,경기도 안산시 상록구 사동 1397-1,경기도,031-416-9982,126.854510372609,37.2846224061331,정좌표
248,247,연산로터리점,부산광역시 연제구 월드컵대로 109 1층(연산동),부산광역시,051-852-8292,129.082435646665,35.1839829663914,정좌표
249,248,약대점,경기도 부천시 약대동 216-1,경기도,032-321-9289,126.766798216312,37.5161064289514,정좌표
250,249,삼정점,"경상남도 김해시 활천로 36번길 46, 1층(삼정동)",경상남도,055-331-5533,128.897719898872,35.2328642865441,정좌표
251,250,역곡점,경기도 부천시 안곡로 279번길 42,경기도,032-347-9288,126.811244639513,37.4916347067657,정좌표
252,251,반월점,경기도 안산시 상록구 창말1길 21,경기도,031-437-1153,126.903772887375,37.3064187456632,정좌표
253,252,운서점,인천광역시 중구 신도시남로 66,인천광역시,032-751-0070,126.485947420645,37.4889939009691,정좌표
254,253,월곡점,서울특별시 성북구 오패산로46,서울특별시,02-358-1122,127.038853433431,37.6077492852889,정좌표
255,254,왕십리점,서울특별시 성동구 마장로23길 7,서울특별시,02-6084-9283,127.032076979504,37.5672465191849,정좌표
256,255,이문점,서울특별시 동대문구 신이문로23길 23,서울특별시,02-964-0132,127.065178396544,37.6036658088436,정좌표
257,256,독산2점,서울특별시 금천구 시흥대로 90길 32-8,서울특별시,02-892-7770,126.899979220786,37.4616472550771,정좌표
258,257,도안가수원점,대전광역시 서구 가수원동 913,대전광역시,042-542-9283,127.34934840261,36.3073368707041,정좌표
259,258,두호점,경상북도 포항시 북구 새천년대로1076번길 21 효암빌딩1층,경상북도,054-251-9933,129.374028014148,36.0644917050637,정좌표
260,259,숭의점,인천광역시 미추홀구 장천로 80,인천광역시,032-888-0977,126.653030000806,37.4615660957877,정좌표
261,260,오태북삼점,"경상북도 구미시 금오대로14길 32, 102호",경상북도,054-464-7006,128.352061330023,36.0695814917924,정좌표
262,261,인천갈산점,인천광역시 부평구 주부토로 172번길 34 (갈산동),인천광역시,032-515-3557,126.727909254164,37.5101728067925,정좌표
263,262,구산점,경상남도 김해시 가락로 315(구산동),경상남도,055-338-1599,128.871486818388,35.2530136017149,정좌표
264,263,삼천점,"전북 전주시 완산구 삼천천변1길 17, 101호(삼천동1가)",전라북도,063-211-9282,127.112653092212,35.7954122624157,정좌표
265,264,갈현점,서울특별시 은평구 갈현로 288 (갈현동),서울특별시,02-384-7171,126.917051910043,37.6226029729931,정좌표
266,265,효창점,서울특별시 용산구 백범로77길 14 (원효로 1가),서울특별시,02-703-9271,126.964813728357,37.5391484820416,정좌표
267,266,구의자양점,서울특별시 광진구 화양동 467-1,서울특별시,02-456-9282,127.078459460023,37.5453961023056,정좌표
268,267,율전점,경기도 수원시 장안구 율전동 360-9,경기도,031-295-9280,126.966349540715,37.298567880129,정좌표
269,268,송도2점,인천광역시 연수구 송도문화로 28번길 28 (송도동),인천광역시,032-816-7282,126.655831188939,37.3770831999095,정좌표
270,269,남원점,"전북 남원시 용성로 207,상가동1층 114호(도통동)",전라북도,063-635-9282,127.393513588467,35.4160301532031,정좌표
271,270,센텀점,"부산광역시 해운대구 센텀중앙로 145, 상가3동 1층 103호(재송동,더샵센텀파크1차아파트)",부산광역시,051-741-8282,129.121056301874,35.1804596825012,정좌표
272,271,남외점,"울산광역시 중구 구교로 260, 지상1층(남외동)",울산광역시,052-298-9288,129.343048290669,35.5674149920914,정좌표
273,272,대현점,대구광역시 북구 대현로 118,대구광역시,053-955-9288,128.611594664652,35.8817292150071,정좌표
274,273,울산대점,"울산광역시 남구 대학로 94번길 6, 1층(무거동)",울산광역시,052-277-2633,129.260383428094,35.5431050989393,정좌표
275,274,수암점,울산광역시 남구 중앙로 38(야음동),울산광역시,052-277-9200,129.318195814354,35.5248871783971,정좌표
276,275,상록점,경기도 안산시 상록구 서암로4길 20-1 (사동),경기도,031-406-8300,126.852059793464,37.3025819466872,정좌표
277,276,죽전점,경기도 용인시 수지구 현암로76,경기도,031-896-8607,127.117576203102,37.3312932421922,정좌표
278,277,괴정샘터점,"부산광역시 사하구 낙동대로 233번길 59, 1층(괴정동)",부산광역시,051-201-2891,128.992683682496,35.0969578041155,정좌표
279,278,월성점,대구광역시 달서구 월성동 84-5 월성주공1단지 나동 103호,대구광역시,053-638-8979,128.527338028225,35.8308916606348,정좌표
280,279,고잔점,경기도 안산시 단원구 고잔동 696-3,경기도,031-485-9277,126.822633348822,37.313073995993,정좌표
281,280,고령덕곡점,경북 고령군 덕곡면 덕운로 586,경상북도,054-956-2731,128.231374125261,35.7794672748267,정좌표
282,281,고성점,대구광역시 북구 고성북로3 101동 1층 4호,대구광역시,053-352-1225,128.581570935519,35.8806792139263,정좌표
283,282,복현점,대구광역시 북구 복현2동 134-2,대구광역시,053-382-9279,128.622058949462,35.8994744111752,정좌표
284,283,수안점,"부산광역시 동래구 충렬대로218번길 26, 비동 1층(수안동)",부산광역시,051-558-9989,129.082824275409,35.2007566445569,정좌표
285,284,오전점,"경기도 의왕시 등칙골4길 14, 1층 103호(오전동)",경기도,031-453-9221,126.974334905901,37.3530932851748,정좌표
286,285,남항점,"부산광역시 영도구 남항로19번길 38, 1층(남항동1가)",부산광역시,051-417-9992,129.039730964892,35.0909573803173,정좌표
